commit_id,lines_added,lines_removed,lines_modified,files_changed,commit_role
7fc961cf7ffcb130c4e93ee9a5628134f9de700a,1,0,2,1,BFC
6f7db75e1c469057fe7588ed959328ead771ccc7,291,0,1,4,BIC
242b0aaeabbe2efbef1b9d42a8e56627e800964c,1,3,2,1,BFC
289b3b005cb9d9dd6b30297b52c2b4596bc878b2,0,4,3,1,BIC
81cd7e8489278d28794e7b272950c3e00c344e44,0,4,0,1,BFC
9222ba68c3f4065f6364b99cc641b6b019ef2d42,35,5,14,2,BIC
5b47348fc0b18a78c96f8474cc90b7525ad1bbfe,0,0,2,1,BFC
42b2547137f5c974bb1bfd657c869fe96b96d86f,50,1,5,1,BIC
7fdbc5f014c3f71bc44673a2d6c5bb2d12d45f25,2,0,0,1,BFC
aa43477b040251f451db0d844073ac00a8ab66ee,151,223,76,1,BIC
0dfc1f4ceae86a0d09d880ab87625c86c61ed33c,2,0,0,1,BFC
3c1c875d058669b4dee68f877ec8a65ad4ae8b5b,10,3,1,1,BIC
91482864768a874c4290ef93b84a78f4f1dac51b,6,6,2,4,BFC
390ed29b5e425ba00da2b6113b74a14949f71b02,5,0,0,1,BIC
539bcb57da2f58886d7d5c17134236b0ec9cd15d,7,0,0,1,BFC
b98186aee22fa593bc8c6b2c5d839c2ee518bc8c,3,0,0,1,BFC
0954256e970ecf371b03a6c9af2cf91b9c4085ff,0,0,1,1,BFC
e60a6d69f1f84c2ef1cc63aefaadfe7ae9f12934,4,16,25,4,BIC
e208a1d795a08d1ac0398c79ad9c58106531bcc5,4,0,1,1,BFC
1da177e4c3f41524e886b7f1b8a0c1fc7321cac2,5899312,0,0,14227,BIC
bc68e428d4963af0201e92159629ab96948f0893,2,1,0,1,BFC
3703b2c5d041a68095cdd22380c23ce27d449ad7,1656,0,0,2,BIC
58e0be1ef6118c5352b56a4d06e974c5599993a5,4,0,6,4,BFC
c3f8324188fa80178f20c8209b492ca6191177e8,161,31,32,10,BIC
809ff97a677ff85dfb7ce2b63be261d1633dcf29,39,1,3,1,BFC
05b35e7eb9a11bbe8102836965e634c04e712c88,174,238,27,2,BIC
5db8face97f81c9342458c052572e19ac6bd8e52,0,0,0,0,BFC
2df8220cc511326508ec4da2f43ef69311bdd7b9,47,23,0,5,BIC
86e4d3e8d1838ca88fb9267e669c36f6c8f7c6cd,1,0,0,1,BFC
b1a000d3b8ec582da64bb644be633e5a0beffcbf,15,1,1,3,BIC
064bc7312bd09a48798418663090be0c776183db,1,0,0,1,BFC
d3cbb907ae57fe5da314b51d949b617b538bdeae,115,2,1,2,BIC
a51e5d293dd1c2e7bf6f7be788466cd9b5d280fb,2,0,0,1,BFC
0967e5457954370cc4e9902bd47b142e9655365f,61,9,9,1,BIC
222cfa0118aa68687ace74aab8fdf77ce8fbd7e6,2,0,0,1,BFC
659c9bc114a810b3a3c1e50585cc57f1312a6d60,0,4,0,2,BIC
39a72dbfe188291b156dd6523511e3d5761ce775,6,0,1,1,BFC
ce69d37b7d8fa692c45d71d94aa0c921859b82ce,10,34,3,4,BIC
