repo_url,commit_id,role
https://github.com/hawtio/hawtio,8cf6848f4d4d4917a4551c9aa49dc00f699eb569,VFC
https://github.com/hawtio/hawtio,fb3c03549e0c06dedef5eb97e8a1965369689fe1,VIC
https://github.com/cloudfoundry/uaa,a34f55fc97a81966faf21e3ae404ec24f1f31cf7,VFC
https://github.com/cloudfoundry/uaa,bb8ff8f4e8969b46fdacffcd27781d223c8c7244,VIC
https://github.com/weld/core.git,29fd1107fd30579ad9bb23fae4dc3ba464205745,VFC
https://github.com/weld/core.git,6808b11cd6d97c71a2eed754ed4f955acd789086,VFC
https://github.com/weld/core.git,8e413202fa1af08c09c580f444e4fd16874f9c65,VFC
https://github.com/weld/core.git,c3179e839d2f031efac7545bfd259fa31a3bcdcb,VIC
https://github.com/wso2/transport-http,4a4dc99c7b259646ee5e23b7aaa7c3a8bac959c1,VFC
https://github.com/wso2/transport-http,f57401801f2ec31e4beefa2f81adfe431e5398e3,VIC
https://github.com/apache/struts,09147ffad2b3046ed21af0f524c5088e2ac551e,VFC
https://github.com/apache/struts,bd3f2f59c9b09f70aed3ebab6bb69b464ee2d6c,VFC
https://github.com/apache/struts,dae026a0f0511f83852053bae9d5a622e7f8048,VFC
https://github.com/apache/struts,dbc620f84ffb626c6e6738afe0578d617a2b3d3,VFC
https://github.com/apache/struts,93866341ec5396d07b5829be55110ff09dc81bc,VFC
https://github.com/apache/struts,c01d3a92db7f71f751a0522912d24bcf4a94a1b0,VIC
https://github.com/rweather/noise-java,18e86b6f8bea7326934109aa9ffa705ebf4bde90,VFC
https://github.com/rweather/noise-java,0d93e22b4180cd1fa889d543c548b8b0264f8cdf,VIC
https://gitbox.apache.org/repos/asf/hbase.git,942e09b71eef5bd9fdb1c8711125c4bc1193bcdc,VFC
https://gitbox.apache.org/repos/asf/hbase.git,948d0cdec4fb35d70404b9b6e27743616400656d,VIC
https://github.com/spring-projects/spring-framework.git,7576274874deeccb6da6b09a8d5bd62e8b5538b7,VFC
https://github.com/spring-projects/spring-framework.git,ed3823b045fd19cdb801609eb034c93dd4d75c3f,VIC
https://github.com/apache/tomcat,e19a20,VFC
https://github.com/apache/tomcat,1ecba1,VFC
https://github.com/apache/tomcat,ab72a1,VFC
https://github.com/apache/tomcat,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,VIC
https://github.com/itext/itext7,930a1c81f8ea4952df540f041befbfa2d6757838,VFC
https://github.com/itext/itext7,050687b386acfc1c27d3826d0a9936a3f042b09e,VIC
https://github.com/eclipse/paho.mqtt.java,a0bbf1e7da158ae191582f032343c6171e6a0b44,VFC
https://github.com/eclipse/paho.mqtt.java,176f6fc0b83eefc4e196370e9d12775c99b711ea,VIC
https://github.com/vt-middleware/cryptacular,311baf12252abf21947afd07bf0a0291ec3ec796,VFC
https://github.com/vt-middleware/cryptacular,42ec5f97f6af3f8c91822fcc0da1f19bc9b5b9b1,VIC
https://github.com/line/armeria,b597f7a865a527a84ee3d6937075cfbb4470ed20,VFC
https://github.com/line/armeria,8a003bf4984c233b33e0e8b686c68deb2164c0b3,VIC
https://git-wip-us.apache.org/repos/asf/tomee.git,58cdbbef9c77ab2b44870f9d606593b49cde76d9,VFC
https://git-wip-us.apache.org/repos/asf/tomee.git,86267a2346e3517482282a38e8bc7d167c039963,VIC
https://github.com/cloudfoundry/uaa,157febfdebfd63708233b492f3271ceb1bd1eafc,VFC
https://github.com/cloudfoundry/uaa,cd942abfb08004766db8b9f553774fc1c08b69d5,VIC
https://git-wip-us.apache.org/repos/asf/activemq-apollo.git,e5647554e6801a522c508a8eb457979a9af8c398,VFC
https://git-wip-us.apache.org/repos/asf/activemq-apollo.git,588c6b5e9e6beb8e5b35584051f942473648c66d,VIC
https://github.com/apache/commons-imaging,6a79d35d6654d895d0a4b73b3a9282ec9aaeeb06,VFC
https://github.com/apache/commons-imaging,c659a6007b258f3e2afc57cf2b4c4c5eb03fce74,VIC
https://github.com/apache/lucene-solr,49a3f0a11d41f7124b893a08dc9e67594c32e2e,VFC
https://github.com/apache/lucene-solr,b52bf267c7aa528b282d09c637344650f903495,VFC
https://github.com/apache/lucene-solr,49a3f0a11d41f7124b893a08dc9e67594c32e2ee,VIC
https://github.com/apache/struts.git,74e26830d2849a84729b33497f729e0f033dc147,VFC
https://github.com/apache/struts.git,bfbc4c04e007393986f374a02dfb7ded23bc9a05,VIC
https://github.com/spring-projects/spring-security,b2d4fec3617c497c5a8eb9c7e5270e0c7db293ee,VFC
https://github.com/spring-projects/spring-security,db12a50a32cd779e4f36f52dc2374692477bf94d,VIC
https://github.com/apache/wicket.git,134686ef7185d3f96fec953136ab4847cd36b68,VFC
https://github.com/apache/wicket.git,db12a50a32cd779e4f36f52dc2374692477bf94d,VIC
https://github.com/eclipse/che,a8ce4435e3ffe9985116999f8dfae1b883548acf,VFC
https://github.com/eclipse/che,a8ce4435e3ffe9985116999f8dfae1b883548acf,VIC
https://github.com/apache/nifi,e62aa0252dfcf34dff0c3a9c51265b1d0f9dfc9f,VFC
https://github.com/apache/nifi,528b82634f528468970eaa655c0085b1c9592b71,VIC
https://github.com/cloudfoundry/uaa,9730cd6a3bbb481ee4e400b51952b537589c469d,VFC
https://github.com/cloudfoundry/uaa,7c0eaea07e8b91c21f8c188545db1b4e653c6cd8,VIC
https://github.com/BigBadaboom/androidsvg,44e4fbf1d0f6db295df34601972741d4cf706cbd,VFC
https://github.com/BigBadaboom/androidsvg,1c9dcb152130b0b8de59f9df4256fa349c695f25,VIC
https://github.com/apache/camel,2d399aa6062fccd6af496bd776314d1944f7090,VFC
https://github.com/apache/camel,53185f0b221b899aacb3c379647a866a8f408a8,VFC
https://github.com/apache/camel,5e1d70c6957703cdebbfe5d796462e5a89c8bc2,VFC
https://github.com/apache/camel,f337a98e86ef18611b14570e6780053fe3ddcc0,VFC
https://github.com/apache/camel,68f2de31b7752bd49b7898d7098b3bfe8e0d0bd,VFC
https://github.com/apache/camel,a8a2b8c0a37e348981a4cf41fd2b329b6079f40,VFC
https://github.com/apache/camel,05ff65d5cebf1fa5172c59dd16359ed583c099c,VFC
https://github.com/apache/camel,5b64969d37cf2906efd4623cfd473041ce5132f,VFC
https://github.com/apache/camel,15a1f10fb532bdcba184cda17be602a2358bd5e,VFC
https://github.com/apache/camel,e030f6665db037a2f73f30b9125fb770f29a7bd,VFC
https://github.com/apache/camel,f7db8aa81be1e0339a41de1ead9276174bcbe9a5,VIC
https://github.com/apache/lucene-solr,b091934f9e98568b848d0584a1145c8e514cbd21,VFC
https://github.com/apache/lucene-solr,7bf019a9c2779368133850f141174febede6ad96,VIC
https://github.com/wso2/carbon-analytics-common,a519819c9a3a9beed3721b043711bb1eb5c07897,VFC
https://github.com/wso2/carbon-analytics-common,7f9e44c0ee709f80badb39bb32c1de386a05f837,VIC
https://github.com/apache/shiro,a8018783373ff5e5210225069c9919e071597d5e,VFC
https://github.com/apache/shiro,d2f053733eabf5c1587a9e5e9fb642d554fb5fed,VIC
https://github.com/igniterealtime/Openfire,c9cd1e521673ef0cccb8795b78d3cbaefb8a576a,VFC
https://github.com/igniterealtime/Openfire,74da47c604b38afe5c8754d30bf1fc39a58b1bdc,VIC
https://github.com/apache/hadoop,6d7d192e4799b51931e55217e02baec14d49607,VFC
https://github.com/apache/hadoop,cedc28d4ab2a27ba47e15ab2711218d96ec88d2,VFC
https://github.com/apache/hadoop,745f203e577bacb35b042206db94615141fa5e6,VFC
https://github.com/apache/hadoop,e3236a9680709de7a95ffbc11b20e1bdc95a860,VFC
https://github.com/apache/hadoop,11a425d11a329010d0ff8255ecbcd1eb51b642e,VFC
https://github.com/apache/hadoop,fc4c20fc3469674cb584a4fb98bac7e3c2277c9,VFC
https://github.com/apache/hadoop,12258c7cff8d32710fbd8b9088a930e3ce27432,VFC
https://github.com/apache/hadoop,1373e3d8ad60e4da721a292912cb69243bfdf47,VFC
https://github.com/apache/hadoop,6a4ae6f6eeed1392a4828a5721fa1499f65bdde,VFC
https://github.com/apache/hadoop,45a1c680c276c4501402f7bc4cebcf85a6fbc7f,VFC
https://github.com/apache/hadoop,eaa2b8035b584dfcf7c79a33484eb2dffd3fdb1,VFC
https://github.com/apache/hadoop,65e55097da2bb3f2fbdf9ba1946da25fe58bec9,VFC
https://github.com/apache/hadoop,bd98d4e77cf9f7b2f4b1afb4d5e5bad0f6b2fde,VFC
https://github.com/apache/hadoop,5128a9a453d64bfe1ed978cf9ffed27985eeef36,VIC
https://github.com/spring-projects/spring-framework.git,1c5cab2a4069ec3239c531d741aeb07a434f521b,VFC
https://github.com/spring-projects/spring-framework.git,edba32b3093703d5e9ed42b5b8ec23ecc1998398,VFC
https://github.com/spring-projects/spring-framework.git,03582973d74b30eba4b00be50189258b2d843bad,VIC
https://github.com/apache/logging-log4j2,5dcc19215827db29c993d0305ee2b0d8dd05939d,VFC
https://github.com/apache/logging-log4j2,ee87a184c7ccbfe03234782ebd6cc76c954a4a3c,VIC
https://github.com/apache/tomcat,5bc4e6,VFC
https://github.com/apache/tomcat,7f0221,VFC
https://github.com/apache/wicket,d43c68c0126306021a12afbfe7876a36612fbbc3,VFC
https://github.com/apache/wicket,9f8f2f2f5f7df873061679c80edd151c94afdd38,VIC
https://github.com/apache/camel,20e26226107f3133c87d0f5c845e02f824823f69,VFC
https://github.com/apache/camel,6b979d07fd4be6ac913368f2abeae690d3325d37,VFC
https://github.com/apache/camel,dcb5a74a3987d2264ad195c7844bbb6c81216610,VFC
https://github.com/apache/camel,53600cfaf16966ed01b4e888993e7700106ed97b,VIC
https://github.com/square/okhttp,3ccb46dd16b6ec98f70b0ee53eafe5ed6380891e,VFC
https://github.com/square/okhttp,784fabac7d1586a5614bd4bc8854fd62850dbe26,VFC
https://github.com/square/okhttp,5377f25d9eed755328216912ef5e922c93e14f3,VFC
https://github.com/square/okhttp,62b42bf27589fd8128f6d1a202455c5731c890c2,VIC
https://github.com/apache/tomcat,9434a44d3449d620b1be70206819f8275b4a750,VFC
https://github.com/apache/tomcat,9a0231683a77e2957cea0fdee88b193b30b0c97,VFC
https://github.com/apache/tomcat,c8acd2ab7371e39aeca7c306f3b5380f00afe55,VFC
https://github.com/apache/tomcat,3c97e9bb92d2572631c4633c04ec00607a10638d,VIC
https://github.com/apache/struts,3cfe34fefedcf0fdcfcb061c0aea34a715b7de6,VFC
https://github.com/apache/struts,630e1ba065a8215c4e9ac03bfb09be9d655c2b6e,VFC
https://gitbox.apache.org/repos/asf/struts.git,5f54b8d087f5125d96838aafa5f64c2190e6885b,VFC
https://gitbox.apache.org/repos/asf/struts.git,b4265d369dc29d57a9f2846a85b26598e83f3892,VFC
https://gitbox.apache.org/repos/asf/struts.git,0c543aef318341ca9bd482e15f1637497b8a4dfd,VIC
https://github.com/undertow-io/undertow,5fa7ac68c0e4251c93056d9982db5e794e04ebfa,VFC
https://github.com/undertow-io/undertow,9e2c0e409899cc7eae9b01db85f4e355062e88c1,VIC
https://github.com/eclipse/milo,cac0e710bf2b8bed9c602fc597e9de1d8903abed,VFC
https://github.com/eclipse/milo,928dbc232f851bf06a40032a2fd297c5d7d8352c,VIC
https://github.com/apache/jspwiki,88d89d6523802c044cfcb7930cba40d8eeb21da2,VFC
https://github.com/apache/jspwiki,5da3fd1da735f32b138a850d990a6f51190cef5f,VIC
https://github.com/OpenRefine/OpenRefine,6a0d7d56e4ffb420316ce7849fde881344fbf881,VFC
https://github.com/OpenRefine/OpenRefine,78edff6f7f410bb53c03e67f7f90a6d3521cee7f,VIC
https://github.com/apache/cxf-fediz.git,90c898335786211d253c0503453e2f8b93e0d3fe,VFC
https://github.com/apache/cxf-fediz.git,f65c961ea31e3c1851daba8e7e49fc37bbf77b19,VFC
https://github.com/apache/cxf-fediz.git,ec46e587ac2cff468a1c10664dbf2af12d9672b5,VIC
https://github.com/apache/syncope,44a5ca0fbd357b8b5d81aa9313fb01cca30d8ad,VFC
https://github.com/apache/syncope,735579b6f987b407049ac1f1da08e675d957c3e,VFC
https://github.com/apache/syncope,7b168c142b09c3b03e39f1449211e7ddf026a14,VFC
https://github.com/apache/syncope,07aa458582c654e0683091b9da36e54c1ce7a0c4,VIC
https://github.com/apache/tika,4e67928412ad56333d400f3728ecdb59d07d9d63,VFC
https://github.com/apache/tika,4b38d6228f4ba5ee912735dc692275499bbf45f6,VIC
https://github.com/apache/kylin,1f9f44ceb818b46518176e81c6dea5a0d12750c,VFC
https://github.com/apache/kylin,e373c64c96a54a7abfe4bccb82e8feb60db0474,VFC
https://github.com/apache/kylin,8cfe32cf4f61d218439e57e134ccc3413aa98f89,VIC
https://github.com/spring-projects/spring-framework,bc7d01048579430b4b2df668178809b63d3f1929,VFC
https://github.com/spring-projects/spring-framework,d27b5d0ab6e8b91a77e272ad57ae83c7d81d810b,VIC
https://github.com/apache/hadoop.git,6b710a42e00acca405e085724c89cda016cf7442,VFC
https://github.com/apache/hadoop.git,9ca394d54dd24e67867c845a58150f6b51761512,VIC
https://github.com/apache/commons-compress,a41ce6892cb0590b2e658704434ac0dbcb6834c8,VFC
https://github.com/apache/commons-compress,29f975ea99d9b9310c6fc33ac4f844fb10f4d98a,VIC
https://github.com/apache/hadoop,957c56dbe5b1490490c09ddfbca9a4204c7c9d00,VFC
https://github.com/apache/hadoop,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,VIC
https://github.com/apache/activemq,1f464b9412e1b1c08d40c8ffac40edd52731da48,VFC
https://github.com/apache/activemq,508128e3e64aeb0c09339172aabb8dbd3434980c,VIC
