commit_id,repo_url,project,label_type,commit_role,language,dataset_source,cve_id,cwe_id
d08d4a8c7387e758d439b0592782e4cfa2b4d6a4,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2018-13305,CWE-125
b9c94e826e7551027754ecfa60e3e487e0c28fcb,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2017-9991,CWE-119
1434df3b93fde086be729d174ffbbee1e25792b3,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2013-7024,CWE-119
4f05e2e2dc1a89f38cd9f0960a6561083d714f1e,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2017-14055,CWE-834
cb243972b121b1ae6b60a78ff55a0506c69f3879,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2017-9990,CWE-119
ac4b32df71bd932838043a4838b86d11e169707f,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2017-9994,CWE-119
5cd57e8758e336e86698d4994ee088077869e42d,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2013-7016,CWE-119
bcd5d979aa377a16d7fa6b9993e269003281af5c,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2016-3062,CWE-119
67197656d19fa9e084e47b5331c262a9c7842335,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2018-1999010,CWE-125
a92fbe16f2dc118c0d3adc222484268831388648,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2016-10190,CWE-119
9f1dae944e2cf72800eb79b32e831b59fd6afdb0,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2016-10190,CWE-119
0d8506b8c52659c5bfff9535391d5e95ddcd45f1,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2018-7557,CWE-125
e0250cf3651e6417e0117486a7816b45fb2d34cd,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2018-13303,CWE-476
4377fafda100117f75d62ba91bce6d8509e01a50,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2017-14223,CWE-400
d05f72c75445969cd7bdb1d860635c9880c67fb6,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2017-9992,CWE-119
9a271a9368eaabf99e6c2046103acb33957e63b7,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2013-7018,CWE-119
3e5959b3457f7f1856d997261e6ac672bba49e8b,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2020-35965,CWE-787
4ff99ab3d7d5576e99e6b8a411b4a44500ed88fa,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2016-10190,CWE-119
9ffa49496d1aae4cbbb387aac28a9e061a6ab0a6,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2021-38171,CWE-252
189ff4219644532bdfa7bab28dfedaee4d6d4021,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2017-9993,CWE-200
5cb49ca11bca4bedb71ee0204e8115fa970d6dbb,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2018-14394,CWE-369
e8714f6f93d1a32f4e4655209960afcf4c185214,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2015-3417,NVD-CWE-Other
ec9e87c922adeffbf4c351d625a4c2e1c430eb19,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2017-16840,CWE-125
7d57ca4d9a75562fa32e40766211de150f8b3ee7,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2016-10191,CWE-119
6959358683c7533f586c07a766acc5fe9544d8b2,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2020-13904,CWE-416
2fdf638b0c66c22357d56f7cb205dd241b4a8c58,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2013-7009,CWE-119
9200514ad8717c63f82101dc394f4378854325bf,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2018-15822,CWE-617
a05a44e205d6ae13d5eb1cd8d4ad2dba6ec940b3,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2013-4263,CWE-119
e6b244a3b986e513779aec83beab4fb25a130aa2,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2016-10191,CWE-119
f645f1d6eadae8d67c832125186ad5b209e8ba03,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2016-10191,CWE-119
d42b49fc87e97bf0d95232868b69295333bd818f,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2023-50008,CWE-120
124eb202e70678539544f6268efc98131f19fa49,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2017-14054,CWE-834
6bbef938839adc55e8e048bc9cc2e0fafe2064df,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2018-12458,CWE-20
80e9e63c946660304fc65fa8141ccfdbe4d196d1,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2013-7008,NVD-CWE-Other
5dab7b91adf65eb35d4ae0e76fbd988d55b0d764,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2017-9990,CWE-119
