commit_id,repo_url,project,label_type,commit_role,language,dataset_source,cve_id,cwe_id
60de4fbbdf3ede49f158e23a9e3b679f2e519c1e,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
f66e5d686343c0e3a5880671008826445c75e301,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
4062c774a86a3edba2668db580ee4200958bcd42,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
999273735d62a7f98c5db73815d20d902e697a04,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
891f831266d5e0798468a33fff9aeb94d5eb6bf7,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
f84ce9cfa35e213aa2ba215fd0d6b8df0373de2b,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
771b3d8749b34b6eea4e03a2e514380da9582f90,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
269caabe34866d25f468b3e1905d3223d93dd906,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
f21383e387684b18bc4680a1f610fd1d7c765e90,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
4bf272ae364d99dc7ca3523e6583b1ab3d4081b5,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
a8b180875b037b8da26f6a3bcc8e5e98b8c904d2,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
651a1711f523577e27c93e0d295177f1f2033e95,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
f7c1815a354edfa395b676fe240e3a8bd573739a,https://github.com/jcollie/asterisk,asterisk,vulnerability,VIC,C,ICVul,CVE-2008-1897,CWE-287
1fe14f38dd43dc894d21f85762b51208ba5c8acb,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
0670e43c30135044e25cca7f80e1833e2c128653,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
20ac3662f137dbf7f42d5295590069a7d3b1166b,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
e0ef9bd22810c6969a7f222eec04798f19a7e2d6,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
fe8b7f31db687f8b9992864b82c93d22833019c7,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
10da3dab24e8ca08cf2c983f8d0206e383535b5a,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
51714a24347dc57f9a208a4a8af84115ef407b83,https://github.com/jcollie/asterisk,asterisk,vulnerability,VFC,C,ICVul,CVE-2008-1897,CWE-287
860cad9e02ba344edb0038419e415fe05a9a01f4,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VFC,C,ICVul,CVE-2009-3111,NVD-CWE-Other
1958b52d41cba96956dc1995660de49525ed1047,https://github.com/Dieterbe/uzbl,uzbl,vulnerability,VFC,C,ICVul,CVE-2010-0011,CWE-264
fedfe2c06b3e01d5dede2cbab395a0ab48bb94e9,https://github.com/Dieterbe/uzbl,uzbl,vulnerability,VIC,C,ICVul,CVE-2010-0011,CWE-264
d9cd01ede97f4145af9781d448c62a3318952719,https://github.com/memcached/memcached,memcached,vulnerability,VFC,C,ICVul,CVE-2010-1152,CWE-20
75cc83685e103bc8ba380a57468c8f04413033f9,https://github.com/memcached/memcached,memcached,vulnerability,VIC,C,ICVul,CVE-2010-1152,CWE-20
9cc39cb5c9396be013b5dc2ba7e4b3eaa647e975,https://github.com/Dieterbe/uzbl,uzbl,vulnerability,VFC,C,ICVul,CVE-2010-2809,CWE-94
5aa9a876c8a0e6812a1ca2217227f99e24635f6e,https://github.com/Dieterbe/uzbl,uzbl,vulnerability,VIC,C,ICVul,CVE-2010-2809,CWE-94
342f292c27973c9df5f631a38bd12f14a9c5cdc2,https://github.com/Dieterbe/uzbl,uzbl,vulnerability,VFC,C,ICVul,CVE-2010-2809,CWE-94
4dc7800b866f889a1247685bbaa6dd4238a56279,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VFC,C,ICVul,CVE-2010-3696,CWE-399
1f13fe573056232b30b22baac1fd484d0bac2d27,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VIC,C,ICVul,CVE-2010-3696,CWE-399
ff94dd35673bba1476594299d31ce8293b8bd223,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VFC,C,ICVul,CVE-2010-3697,CWE-399
da3689b8e82093aa00646d52fce83da777a55d5c,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VIC,C,ICVul,CVE-2010-3697,CWE-399
eba544e21a79826d78cb99a3e534d2f38b1d17d8,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VIC,C,ICVul,CVE-2010-3697,CWE-399
af88247305bccba43070125cbac14e1130f31205,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VIC,C,ICVul,CVE-2010-3697,CWE-399
697398ccb1c44eb9690abb5a795374e1173306ca,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VIC,C,ICVul,CVE-2010-3697,CWE-399
9b0b843b80621a8138c2ecad60fec7207d6ab7b2,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VIC,C,ICVul,CVE-2010-3697,CWE-399
aac4de087f8ea9d24e02c87b54b2f6a770e49f87,https://github.com/alandekok/freeradius-server,freeradius-server,vulnerability,VIC,C,ICVul,CVE-2010-3697,CWE-399
3ef52043861ab16352d49af89e048ba6339d6df8,https://github.com/yoe/nbd,nbd,vulnerability,VFC,C,ICVul,CVE-2011-0530,CWE-119
501f9a21ebe15178f996e86d2c8fcf23e7b63aea,https://github.com/yoe/nbd,nbd,vulnerability,VIC,C,ICVul,CVE-2011-0530,CWE-119
8312e3fc9041027a33c8bc667bb99740fdf41dd5,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VFC,C,ICVul,CVE-2011-2161,CWE-399
e356fc57a2e9887370caec58d8aafeafd1f336dc,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2011-2161,CWE-399
bf4a1f17ee9237b6efd4250cf894e274afc31a5f,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2011-2161,CWE-399
